condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,529675,455292,33.4880,28.7853,418043,111632,37249,1014760,26.4302,7.0578,2.3550,64.1569,-4.7028
random,1582560,1581684,529675,438371,33.4880,27.7155,405320,124355,33051,1018958,25.6259,7.8622,2.0896,64.4223,-5.7726
