bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,19868,0.527172,0.035623,0.482751,0.524547,0.574644,0.000000,0.000000
0.02,0.05,1549,0.524053,0.032747,0.481348,0.523284,0.566961,0.000000,0.000000
0.05,0.1,978,0.523158,0.031673,0.483207,0.522604,0.565095,0.000000,0.000000
0.1,0.2,598,0.526086,0.030696,0.485967,0.525471,0.565871,0.000000,0.000000
0.2,0.4,363,0.538433,0.030172,0.495147,0.540599,0.570502,0.000000,0.000000
0.4,1.01,9257,0.539971,0.023555,0.505850,0.542905,0.569003,0.000000,0.000000
