bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,683208,97.9702,0.5988,0.2995,-0.2993,7.4305,2.7482,1.3352,-1.4130
0.02,0.05,zero,120671,95.3701,1.1345,0.8444,-0.2900,12.7333,4.4501,2.4853,-1.9648
0.05,0.1,zero,36027,89.1887,3.4641,3.3336,-0.1305,23.1332,9.1209,7.2196,-1.9014
0.1,0.2,zero,16809,74.8468,12.0293,12.9454,0.9162,42.6724,24.8438,23.7849,-1.0590
0.2,0.3,zero,7759,56.1670,28.9084,28.8826,-0.0258,62.2761,50.1353,49.4522,-0.6831
0.3,0.4,zero,6270,46.7624,41.3716,39.1707,-2.2010,68.8836,63.4769,63.3014,-0.1754
0.4,1.01,zero,710940,2.3919,84.1192,83.2018,-0.9174,75.2610,85.8708,85.7095,-0.1613
0.0,0.02,random,683208,97.9478,0.5988,0.2982,-0.3006,7.4682,2.7482,1.3412,-1.4070
0.02,0.05,random,120671,95.3270,1.1345,0.8370,-0.2975,12.7858,4.4501,2.4778,-1.9723
0.05,0.1,random,36027,89.1637,3.4641,3.2337,-0.2304,23.2059,9.1209,7.1835,-1.9374
0.1,0.2,random,16809,74.8647,12.0293,12.6361,0.6068,42.7426,24.8438,23.6897,-1.1541
0.2,0.3,random,7759,56.3604,28.9084,28.1737,-0.7346,62.2245,50.1353,49.3234,-0.8120
0.3,0.4,random,6270,47.1930,41.3716,38.0702,-3.3014,68.7049,63.4769,63.0622,-0.4147
0.4,1.01,random,710940,2.5119,84.1192,83.0575,-1.0617,75.3059,85.8708,85.6992,-0.1716
