condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,9910,9753,30.3867,29.9053,9576,334,177,22526,29.3625,1.0241,0.5427,69.0706,-0.4814
random,38805,32613,9910,9767,30.3867,29.9482,9598,312,169,22534,29.4300,0.9567,0.5182,69.0951,-0.4385
