condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,12601,10288,38.6380,31.5457,9982,2619,306,19706,30.6074,8.0305,0.9383,60.4238,-7.0923
random,38805,32613,12601,10283,38.6380,31.5304,9977,2624,306,19706,30.5921,8.0459,0.9383,60.4238,-7.1076
