bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,1626,97.4785,10.4551,2.5830,-7.8721,9.3973,33.2718,8.9176,-24.3542
0.02,0.05,zero,2020,95.9901,11.3861,2.4257,-8.9604,10.4554,35.3960,10.1485,-25.2475
0.05,0.1,zero,2564,95.8658,13.8066,3.0031,-10.8034,10.6786,39.1576,10.8424,-28.3151
0.1,0.2,zero,3530,94.9575,15.8924,3.3711,-12.5212,11.8470,43.0595,13.2011,-29.8584
0.2,0.3,zero,2418,92.6799,21.4640,5.0455,-16.4185,14.1770,48.5525,16.8734,-31.6791
0.3,0.4,zero,1914,91.8495,27.5340,6.3218,-21.2121,16.4159,54.0230,19.1223,-34.9007
0.4,1.01,zero,18541,40.2244,77.8059,58.9720,-18.8339,38.2396,86.9640,71.0749,-15.8891
0.0,0.02,random,1626,97.2325,10.4551,2.5830,-7.8721,9.2620,33.2718,8.7331,-24.5387
0.02,0.05,random,2020,95.8911,11.3861,2.6238,-8.7624,10.7426,35.3960,9.9505,-25.4455
0.05,0.1,random,2564,95.9828,13.8066,3.2371,-10.5694,10.7644,39.1576,10.9984,-28.1591
0.1,0.2,random,3530,94.7592,15.8924,3.2578,-12.6346,11.8924,43.0595,12.9462,-30.1133
0.2,0.3,random,2418,92.3904,21.4640,5.2936,-16.1704,14.2514,48.5525,17.1216,-31.4309
0.3,0.4,random,1914,91.8495,27.5340,6.1129,-21.4211,16.7607,54.0230,19.5925,-34.4305
0.4,1.01,random,18541,40.2891,77.8059,58.7509,-19.0551,38.4402,86.9640,70.8268,-16.1372
