bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,433517,96.7330,0.5827,0.3414,-0.2413,9.1209,2.6209,1.6451,-0.9757
0.02,0.05,zero,212012,95.6625,0.8839,0.4896,-0.3943,10.3601,3.6083,2.0725,-1.5358
0.05,0.1,zero,119696,94.2128,1.4729,0.7678,-0.7051,12.0778,5.0119,2.9558,-2.0560
0.1,0.2,zero,69737,91.5425,3.4946,1.4813,-2.0133,15.5447,9.1745,5.1006,-4.0739
0.2,0.3,zero,23150,86.7430,9.8747,3.5032,-6.3715,22.3378,20.1296,10.2246,-9.9050
0.3,0.4,zero,12154,81.7920,18.7675,5.7347,-13.0327,30.6270,34.1451,17.5662,-16.5789
0.4,1.01,zero,711418,35.1609,82.8177,50.1276,-32.6901,64.0289,84.7855,63.2125,-21.5730
0.0,0.02,random,433517,96.3918,0.5827,0.3534,-0.2293,9.8880,2.6209,1.6470,-0.9739
0.02,0.05,random,212012,95.0814,0.8839,0.4962,-0.3877,11.2791,3.6083,2.1258,-1.4825
0.05,0.1,random,119696,93.5186,1.4729,0.7344,-0.7385,12.9789,5.0119,2.9759,-2.0360
0.1,0.2,random,69737,90.7438,3.4946,1.4784,-2.0161,16.4183,9.1745,4.9658,-4.2087
0.2,0.3,random,23150,86.0346,9.8747,3.4557,-6.4190,22.9287,20.1296,9.8531,-10.2765
0.3,0.4,random,12154,81.1667,18.7675,5.5620,-13.2055,30.6237,34.1451,16.2169,-17.9283
0.4,1.01,random,711418,35.8629,82.8177,49.4030,-33.4147,63.2512,84.7855,61.6089,-23.1765
