bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21885,62.4172,1.0784,0.8362,-0.2422,52.1480,4.3729,3.7697,-0.6032
0.02,0.05,zero,614,22.9642,16.1238,16.2866,0.1629,77.5896,34.2020,33.5505,-0.6515
0.05,0.1,zero,471,12.9512,21.0191,20.3822,-0.6369,83.6518,42.0382,38.8535,-3.1847
0.1,0.2,zero,177,17.5141,22.0339,18.0791,-3.9548,85.9887,45.1977,41.8079,-3.3898
0.2,0.3,zero,79,24.0506,43.0380,32.9114,-10.1266,85.5696,69.6203,63.2911,-6.3291
0.3,0.4,zero,49,14.2857,48.9796,42.8571,-6.1224,87.7551,79.5918,73.4694,-6.1224
0.4,1.01,zero,9338,0.1285,98.5115,98.4365,-0.0750,96.0163,99.7858,99.7644,-0.0214
0.0,0.02,random,21885,61.9237,1.0784,0.8271,-0.2513,52.5629,4.3729,3.7514,-0.6214
0.02,0.05,random,614,23.2899,16.1238,16.2866,0.1629,77.6547,34.2020,34.0391,-0.1629
0.05,0.1,random,471,13.3758,21.0191,20.3822,-0.6369,83.8641,42.0382,39.0658,-2.9724
0.1,0.2,random,177,17.5141,22.0339,18.0791,-3.9548,85.9887,45.1977,42.3729,-2.8249
0.2,0.3,random,79,25.3165,43.0380,32.9114,-10.1266,86.0759,69.6203,63.2911,-6.3291
0.3,0.4,random,49,14.2857,48.9796,42.8571,-6.1224,88.1633,79.5918,73.4694,-6.1224
0.4,1.01,random,9338,0.1178,98.5115,98.4472,-0.0643,96.0034,99.7858,99.7644,-0.0214
