bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,21311,0.472643,0.043697,0.417358,0.471472,0.530288,0.000000,0.000000
0.02,0.05,891,0.482689,0.043922,0.423574,0.483757,0.535172,0.000000,0.000000
0.05,0.1,323,0.503326,0.038744,0.453289,0.505297,0.548590,0.000000,0.000000
0.1,0.2,300,0.504855,0.036124,0.459484,0.505885,0.543781,0.000000,0.000000
0.2,0.4,353,0.504194,0.027344,0.476392,0.502525,0.534741,0.000000,0.000000
0.4,1.01,9435,0.487138,0.028922,0.446097,0.492045,0.523330,0.000000,0.000000
