bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,14502,-0.018268,-0.054362,-0.000490,-12.859632
0.02,0.05,4282,-0.017638,-0.056618,-0.002280,-11.840341
0.05,0.1,2221,-0.018681,-0.056566,0.000024,-11.339409
0.1,0.2,1230,-0.020131,-0.053803,0.001278,-10.770612
0.2,0.4,622,-0.018925,-0.048214,0.000372,-7.993868
0.4,1.01,9756,0.009827,-0.062930,0.005788,0.409599
