bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,1527,92.3379,9.4957,1.6372,-7.8585,19.0308,30.5174,8.3170,-22.2004
0.02,0.05,zero,1928,91.9087,9.4398,2.2303,-7.2095,18.4959,31.1722,10.2178,-20.9544
0.05,0.1,zero,2429,93.2071,10.9098,2.5113,-8.3985,19.5965,32.0296,9.8394,-22.1902
0.1,0.2,zero,3516,90.2730,13.4812,2.5313,-10.9499,21.3766,36.9454,11.9170,-25.0284
0.2,0.3,zero,2470,88.4211,18.0972,3.4818,-14.6154,23.4818,41.0931,15.7085,-25.3846
0.3,0.4,zero,1909,87.3232,20.8486,4.7145,-16.1341,24.1278,43.3211,16.1865,-27.1346
0.4,1.01,zero,18834,37.9579,73.1602,57.2051,-15.9552,47.0744,82.7546,69.4170,-13.3376
0.0,0.02,random,1527,92.9273,9.4957,1.6372,-7.8585,18.9391,30.5174,7.9895,-22.5278
0.02,0.05,random,1928,92.2199,9.4398,2.3859,-7.0539,18.7967,31.1722,10.1141,-21.0581
0.05,0.1,random,2429,93.1659,10.9098,2.3055,-8.6044,19.5883,32.0296,9.4277,-22.6019
0.1,0.2,random,3516,90.4721,13.4812,2.8157,-10.6655,21.7179,36.9454,11.8032,-25.1422
0.2,0.3,random,2470,88.5425,18.0972,3.9271,-14.1700,23.9109,41.0931,15.3036,-25.7895
0.3,0.4,random,1909,86.7470,20.8486,4.6097,-16.2389,24.5574,43.3211,16.3436,-26.9775
0.4,1.01,random,18834,37.8889,73.1602,57.0829,-16.0773,47.3304,82.7546,69.3002,-13.4544
