bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,9005,-0.010354,-0.037449,0.000250,-1.281413
0.02,0.05,4909,-0.009992,-0.028167,0.001506,-1.238847
0.05,0.1,3045,-0.008365,-0.023872,0.004459,-1.048155
0.1,0.2,2255,-0.006328,-0.022950,0.004990,-0.800675
0.2,0.4,1826,-0.002868,-0.027345,0.006336,-0.372495
0.4,1.01,11573,0.001602,-0.032419,0.019468,0.121528
