condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,602116,601153,38.0680,38.0071,590189,11927,10964,968604,37.3140,0.7541,0.6932,61.2388,-0.0609
random,1582560,1581684,602116,597147,38.0680,37.7539,586882,15234,10265,969303,37.1049,0.9632,0.6490,61.2830,-0.3142
