condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,14541,11009,44.5865,33.7565,10561,3980,448,17624,32.3828,12.2037,1.3737,54.0398,-10.8300
random,38805,32613,14541,10975,44.5865,33.6522,10543,3998,432,17640,32.3276,12.2589,1.3246,54.0889,-10.9343
