condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,622778,609678,39.3744,38.5461,604885,17893,4793,954113,38.2431,1.1313,0.3030,60.3226,-0.8282
random,1582560,1581684,622778,606005,39.3744,38.3139,601319,21459,4686,954220,38.0176,1.3567,0.2963,60.3294,-1.0605
