condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,614413,612199,38.8455,38.7055,605340,9073,6859,960412,38.2719,0.5736,0.4337,60.7209,-0.1400
random,1582560,1581684,614413,611966,38.8455,38.6908,605258,9155,6708,960563,38.2667,0.5788,0.4241,60.7304,-0.1547
