condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,10317,9947,31.6346,30.5001,8631,1686,1316,20980,26.4649,5.1697,4.0352,64.3302,-1.1345
random,38805,32613,10317,9953,31.6346,30.5185,8739,1578,1214,21082,26.7961,4.8386,3.7224,64.6429,-1.1161
