bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,19437,99.2231,2.1917,1.2759,-0.9158,2.2956,8.0105,4.6149,-3.3956
0.02,0.05,zero,1832,97.7620,13.3734,3.9847,-9.3886,3.7773,30.0218,13.4279,-16.5939
0.05,0.1,zero,666,97.2973,15.9159,6.3063,-9.6096,4.0541,34.5345,15.9159,-18.6186
0.1,0.2,zero,365,96.1644,17.5342,12.0548,-5.4795,4.4384,40.5479,22.4658,-18.0822
0.2,0.3,zero,187,95.7219,27.2727,10.1604,-17.1123,5.3476,50.2674,20.3209,-29.9465
0.3,0.4,zero,137,91.2409,31.3869,15.3285,-16.0584,7.1533,51.0949,29.1971,-21.8978
0.4,1.01,zero,9989,6.6273,94.1335,93.1224,-1.0111,46.8335,95.9956,94.9044,-1.0912
0.0,0.02,random,19437,96.7896,2.1917,1.3479,-0.8438,8.6876,8.0105,5.2374,-2.7731
0.02,0.05,random,1832,94.2140,13.3734,6.2773,-7.0961,11.9760,30.0218,17.8493,-12.1725
0.05,0.1,random,666,92.0420,15.9159,7.3574,-8.5586,10.9009,34.5345,21.4715,-13.0631
0.1,0.2,random,365,91.5068,17.5342,13.4247,-4.1096,10.1918,40.5479,25.2055,-15.3425
0.2,0.3,random,187,92.5134,27.2727,12.8342,-14.4385,10.0535,50.2674,23.5294,-26.7380
0.3,0.4,random,137,83.9416,31.3869,17.5182,-13.8686,11.8248,51.0949,30.6569,-20.4380
0.4,1.01,random,9989,6.1568,94.1335,93.1925,-0.9410,52.8601,95.9956,94.8143,-1.1813
