bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,683208,0.230365,0.065158,0.157158,0.225075,0.307548,0.313919,0.000332
0.02,0.05,120671,0.235106,0.088788,0.140788,0.224430,0.334175,0.359134,0.002063
0.05,0.1,36027,0.225760,0.118903,0.118128,0.209360,0.334008,0.454742,0.009715
0.1,0.2,16809,0.216302,0.172136,0.079379,0.186944,0.330297,0.555417,0.032007
0.2,0.4,14029,0.215368,0.230036,0.010793,0.166779,0.382008,0.614014,0.067289
0.4,1.01,710940,0.162720,0.169688,0.011507,0.122562,0.411734,0.659115,0.007608
