condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,605792,0,38.3004,0.0000,0,605792,0,975892,0.0000,38.3004,0.0000,61.6996,-38.3004
random,1582560,1581684,605792,0,38.3004,0.0000,0,605792,0,975892,0.0000,38.3004,0.0000,61.6996,-38.3004
