epoch,pertoken_count_gt10,pertoken_acc_mean_gt10,pertoken_frac_acc_lt_0.3,pertoken_frac_acc_gt_0.6,mid_delta_cos_mean,mid_delta_cos_median,mid_delta_cos_pos_frac,mid_delta_margin_mean,mid_delta_margin_median,mid_delta_margin_pos_frac
50,944,0.13458293665011914,0.9396186440677966,0.00423728813559322,0.03572136163711548,0.03233160451054573,0.8901098901098901,2.6475751399993896,2.064192295074463,0.8901098901098901
100,944,0.19883957196627156,0.8633474576271186,0.00423728813559322,0.04451392590999603,0.04339796304702759,0.9682821618878458,5.212484836578369,4.848765850067139,0.9682821618878458
