token_id,count,acc
1,24,0.16666666666666666
2,7,0.14285714285714285
3,21,0.19047619047619047
4,21,0.3333333333333333
5,5,0.0
6,24,0.125
7,4,0.0
8,1,0.0
9,7,0.0
10,23,0.13043478260869565
11,9,0.0
12,1,0.0
13,23,0.17391304347826086
14,2,0.0
15,8,0.0
16,106,0.4056603773584906
17,5,0.0
18,50,0.3
19,3,0.0
20,31,0.0967741935483871
22,28,0.10714285714285714
23,36,0.3333333333333333
24,1,0.0
25,7,0.0
26,24,0.16666666666666666
27,4,0.0
28,23,0.17391304347826086
29,19,0.15789473684210525
30,5,0.0
32,7,0.0
33,1,0.0
34,15,0.06666666666666667
36,23,0.30434782608695654
38,1,0.0
39,13,0.07692307692307693
41,12,0.0
42,5,0.0
44,17,0.11764705882352941
45,1,0.0
46,5,0.2
47,4,0.25
48,19,0.05263157894736842
49,1,0.0
50,27,0.25925925925925924
51,2,0.0
52,11,0.0
53,15,0.2
54,1,0.0
55,40,0.25
57,15,0.13333333333333333
58,10,0.1
59,6,0.0
62,25,0.16
63,19,0.05263157894736842
64,5,0.2
65,20,0.1
67,9,0.0
68,5,0.0
69,5,0.0
70,3,0.0
72,7,0.0
73,19,0.21052631578947367
74,10,0.1
75,11,0.0
76,16,0.0625
78,3,0.0
79,15,0.2
81,11,0.2727272727272727
82,5,0.0
83,15,0.26666666666666666
84,11,0.45454545454545453
85,17,0.47058823529411764
86,3,0.0
87,4,0.0
88,20,0.1
91,6,0.16666666666666666
92,15,0.13333333333333333
93,17,0.058823529411764705
94,1,0.0
95,16,0.0625
96,2,0.0
98,13,0.07692307692307693
101,5,0.2
102,21,0.19047619047619047
103,3,0.0
104,5,0.0
105,34,0.23529411764705882
106,16,0.25
107,26,0.19230769230769232
108,7,0.0
109,13,0.3076923076923077
110,17,0.0
112,34,0.17647058823529413
113,16,0.0625
115,9,0.1111111111111111
116,33,0.2727272727272727
117,28,0.10714285714285714
120,5,0.0
121,7,0.0
122,2,0.0
123,24,0.125
124,20,0.25
125,21,0.09523809523809523
126,10,0.2
127,14,0.07142857142857142
128,9,0.0
129,12,0.0
131,10,0.4
132,17,0.17647058823529413
134,11,0.36363636363636365
135,1,0.0
136,6,0.0
