token_id,count,acc
1,24,0.4166666666666667
2,7,0.2857142857142857
3,21,0.42857142857142855
4,21,0.47619047619047616
5,5,0.0
6,24,0.25
7,4,0.25
8,1,0.0
9,7,0.0
10,23,0.21739130434782608
11,9,0.1111111111111111
12,1,0.0
13,23,0.2608695652173913
14,2,0.5
15,8,0.125
16,106,0.5566037735849056
17,5,0.0
18,50,0.22
19,3,0.0
20,31,0.3548387096774194
22,28,0.14285714285714285
23,36,0.3888888888888889
24,1,0.0
25,7,0.14285714285714285
26,24,0.2916666666666667
27,4,0.0
28,23,0.21739130434782608
29,19,0.21052631578947367
30,5,0.0
32,7,0.0
33,1,0.0
34,15,0.2
36,23,0.2608695652173913
38,1,0.0
39,13,0.15384615384615385
41,12,0.16666666666666666
42,5,0.0
44,17,0.29411764705882354
45,1,0.0
46,5,0.6
47,4,0.25
48,19,0.10526315789473684
49,1,0.0
50,27,0.25925925925925924
51,2,0.0
52,11,0.09090909090909091
53,15,0.2
54,1,0.0
55,40,0.25
57,15,0.13333333333333333
58,10,0.1
59,6,0.16666666666666666
62,25,0.16
63,19,0.21052631578947367
64,5,0.2
65,20,0.1
67,9,0.0
68,5,0.0
69,5,0.2
70,3,0.3333333333333333
72,7,0.14285714285714285
73,19,0.2631578947368421
74,10,0.1
75,11,0.09090909090909091
76,16,0.375
78,3,0.3333333333333333
79,15,0.2
81,11,0.36363636363636365
82,5,0.4
83,15,0.3333333333333333
84,11,0.5454545454545454
85,17,0.29411764705882354
86,3,0.0
87,4,0.0
88,20,0.15
91,6,0.3333333333333333
92,15,0.26666666666666666
93,17,0.11764705882352941
94,1,0.0
95,16,0.125
96,2,0.0
98,13,0.23076923076923078
101,5,0.2
102,21,0.23809523809523808
103,3,0.0
104,5,0.2
105,34,0.2647058823529412
106,16,0.25
107,26,0.2692307692307692
108,7,0.0
109,13,0.3076923076923077
110,17,0.23529411764705882
112,34,0.29411764705882354
113,16,0.0625
115,9,0.1111111111111111
116,33,0.2727272727272727
117,28,0.07142857142857142
120,5,0.2
121,7,0.0
122,2,0.5
123,24,0.125
124,20,0.25
125,21,0.09523809523809523
126,10,0.2
127,14,0.2857142857142857
128,9,0.2222222222222222
129,12,0.08333333333333333
131,10,0.2
132,17,0.23529411764705882
134,11,0.36363636363636365
135,1,1.0
136,6,0.16666666666666666
137,6,0.16666666666666666
138,13,0.23076923076923078
140,3,0.0
141,1,0.0
142,27,0.25925925925925924
143,20,0.1
146,6,0.0
147,13,0.15384615384615385
148,9,0.3333333333333333
149,3,0.0
150,3,0.0
151,14,0.14285714285714285
152,18,0.16666666666666666
153,7,0.14285714285714285
154,38,0.23684210526315788
155,7,0.0
156,64,0.15625
157,10,0.3
158,31,0.22580645161290322
159,30,0.4
164,5,0.2
165,115,0.45217391304347826
166,15,0.13333333333333333
167,1,0.0
169,2,0.5
170,1,0.0
172,4,0.25
173,7,0.14285714285714285
175,23,0.17391304347826086
176,13,0.15384615384615385
178,13,0.15384615384615385
179,23,0.13043478260869565
180,5,0.0
181,5,0.0
182,10,0.1
183,23,0.21739130434782608
184,30,0.23333333333333334
185,11,0.09090909090909091
186,11,0.18181818181818182
187,37,0.24324324324324326
189,2,0.0
190,2,0.0
191,30,0.26666666666666666
192,12,0.08333333333333333
195,1,0.0
196,7,0.14285714285714285
197,17,0.23529411764705882
198,8,0.125
200,26,0.11538461538461539
201,4,0.0
202,47,0.2765957446808511
203,30,0.2
204,5,0.0
205,22,0.09090909090909091
206,4,0.0
208,7,0.14285714285714285
209,15,0.0
210,8,0.25
211,43,0.20930232558139536
212,5,0.4
213,16,0.1875
214,37,0.32432432432432434
215,25,0.16
216,2,0.0
217,37,0.10810810810810811
218,12,0.4166666666666667
219,16,0.5625
220,5,0.2
221,20,0.4
222,37,0.10810810810810811
224,75,0.8
225,24,0.25
226,1,0.0
227,1,1.0
228,4,0.25
230,29,0.13793103448275862
231,15,0.06666666666666667
232,4,0.0
233,4,0.0
234,10,0.3
235,2,0.0
236,12,0.25
239,22,0.18181818181818182
241,6,0.3333333333333333
243,6,0.16666666666666666
244,131,0.3282442748091603
245,2,0.0
246,1,0.0
248,24,0.16666666666666666
249,2,0.0
250,2,0.0
252,33,0.21212121212121213
253,20,0.25
254,2,0.0
256,2,0.0
257,17,0.11764705882352941
258,11,0.2727272727272727
260,19,0.3157894736842105
261,4,0.0
262,2,0.0
263,6,0.16666666666666666
264,2,0.0
265,6,0.16666666666666666
267,38,0.3684210526315789
268,24,0.16666666666666666
269,41,0.21951219512195122
270,15,0.26666666666666666
271,12,0.25
272,3,0.0
273,4,0.0
274,15,0.2
275,1,0.0
276,19,0.15789473684210525
277,8,0.25
279,2,0.0
280,6,0.3333333333333333
281,68,0.3235294117647059
282,8,0.0
285,1,1.0
286,9,0.1111111111111111
288,54,0.2962962962962963
289,26,0.19230769230769232
290,7,0.0
291,15,0.5333333333333333
292,8,0.0
293,11,0.18181818181818182
294,7,0.14285714285714285
295,4,0.5
296,10,0.1
297,28,0.25
298,18,0.3333333333333333
299,4,0.25
300,12,0.3333333333333333
302,21,0.3333333333333333
303,22,0.18181818181818182
304,5,0.0
305,1,0.0
306,7,0.2857142857142857
308,27,0.3333333333333333
309,6,0.3333333333333333
310,5,0.0
311,91,0.4835164835164835
312,16,0.3125
314,8,0.25
315,24,0.20833333333333334
317,6,0.0
318,10,0.3
319,31,0.2903225806451613
320,22,0.18181818181818182
321,22,0.13636363636363635
323,1,0.0
324,12,0.16666666666666666
325,29,0.3448275862068966
326,29,0.2413793103448276
328,33,0.18181818181818182
329,6,0.16666666666666666
330,16,0.1875
332,8,0.0
333,13,0.3076923076923077
334,1,0.0
335,41,0.1951219512195122
336,2,0.0
338,4,0.0
339,13,0.23076923076923078
340,4,0.25
341,27,0.2962962962962963
343,22,0.5909090909090909
344,23,0.17391304347826086
345,3,0.3333333333333333
346,2,0.0
347,8,0.25
348,13,0.07692307692307693
349,15,0.2
350,4,0.0
352,29,0.3103448275862069
354,12,0.16666666666666666
355,2,0.0
356,17,0.17647058823529413
357,16,0.0
359,17,0.17647058823529413
360,3,0.0
361,18,0.2777777777777778
362,51,0.21568627450980393
363,19,0.21052631578947367
364,19,0.2631578947368421
366,1,0.0
367,14,0.14285714285714285
368,18,0.2777777777777778
370,18,0.2222222222222222
371,12,0.25
372,38,0.15789473684210525
373,10,0.3
374,10,0.1
375,9,0.1111111111111111
376,23,0.17391304347826086
377,8,0.25
379,7,0.0
380,2,0.0
381,1,1.0
382,7,0.0
383,10,0.1
384,11,0.09090909090909091
385,13,0.23076923076923078
386,7,0.2857142857142857
387,3,0.0
388,16,0.25
389,6,0.16666666666666666
390,24,0.25
391,5,0.0
392,2,0.0
393,13,0.38461538461538464
395,28,0.32142857142857145
397,15,0.26666666666666666
398,23,0.30434782608695654
399,21,0.19047619047619047
400,18,0.2222222222222222
401,12,0.16666666666666666
402,16,0.25
404,8,0.125
406,7,0.0
407,18,0.16666666666666666
408,14,0.21428571428571427
409,32,0.40625
410,3,0.3333333333333333
411,24,0.08333333333333333
412,19,0.21052631578947367
413,7,0.5714285714285714
414,1,0.0
415,12,0.4166666666666667
416,27,0.2962962962962963
417,59,0.3898305084745763
419,2,0.0
420,13,0.23076923076923078
422,14,0.14285714285714285
424,9,0.3333333333333333
425,17,0.29411764705882354
426,22,0.22727272727272727
428,28,0.10714285714285714
429,26,0.19230769230769232
430,14,0.21428571428571427
432,6,0.0
433,18,0.3888888888888889
434,12,0.25
436,11,0.18181818181818182
438,10,0.2
439,32,0.15625
440,48,0.1875
441,14,0.21428571428571427
442,2,0.5
443,30,0.1
444,2,0.0
446,20,0.3
448,5,0.6
450,13,0.07692307692307693
452,10,0.2
453,9360,0.9920940170940171
454,39,0.1282051282051282
455,30,0.13333333333333333
456,12,0.16666666666666666
457,2,0.0
458,5,0.2
461,7,0.14285714285714285
462,40,0.325
463,1,0.0
465,27,0.5185185185185185
466,15,0.13333333333333333
467,27,0.18518518518518517
471,26,0.23076923076923078
472,3,0.0
473,20,0.15
474,14,0.2857142857142857
475,15,0.3333333333333333
476,8,0.0
477,3,0.3333333333333333
478,1,0.0
479,9,0.2222222222222222
480,20,0.15
481,14,0.07142857142857142
482,3,0.0
483,16,0.25
485,24,0.08333333333333333
486,1,0.0
488,14,0.14285714285714285
491,36,0.3888888888888889
492,15,0.13333333333333333
493,28,0.2857142857142857
495,16,0.0
496,54,0.6111111111111112
497,6,0.16666666666666666
498,7,0.14285714285714285
499,3,0.3333333333333333
500,10,0.3
501,17,0.058823529411764705
502,18,0.16666666666666666
503,33,0.30303030303030304
504,32,0.4375
505,8,0.125
506,20,0.25
507,15,0.26666666666666666
508,6,0.16666666666666666
509,2,0.0
510,39,0.2564102564102564
511,1,0.0
512,11,0.18181818181818182
513,1,0.0
514,34,0.14705882352941177
515,6,0.0
517,1,1.0
518,14,0.07142857142857142
519,41,0.17073170731707318
520,23,0.21739130434782608
521,20,0.2
522,14,0.07142857142857142
524,15,0.13333333333333333
525,36,0.1111111111111111
527,8,0.125
528,2,0.5
529,16,0.0625
530,2,0.0
532,25,0.16
533,11,0.18181818181818182
534,2,0.0
535,13,0.38461538461538464
536,29,0.20689655172413793
537,3,0.3333333333333333
538,1,0.0
539,22,0.22727272727272727
540,14,0.14285714285714285
541,3,0.3333333333333333
542,10,0.2
543,25,0.24
544,57,0.5263157894736842
545,16,0.25
546,17,0.23529411764705882
547,19,0.21052631578947367
548,4,0.0
549,34,0.17647058823529413
550,13,0.15384615384615385
551,37,0.24324324324324326
552,11,0.09090909090909091
553,22,0.13636363636363635
554,8,0.125
555,2,0.0
556,44,0.1590909090909091
557,40,0.225
558,1,0.0
559,6,0.16666666666666666
560,13,0.23076923076923078
561,95,0.7157894736842105
564,2,0.5
565,14,0.07142857142857142
566,7,0.14285714285714285
567,6,0.0
568,1,0.0
569,17,0.17647058823529413
570,8,0.125
571,13,0.23076923076923078
572,8,0.0
573,12,0.08333333333333333
575,50,0.36
576,35,0.22857142857142856
577,10,0.3
579,10,0.4
580,2,0.0
581,9,0.3333333333333333
582,8,0.25
583,23,0.17391304347826086
584,2,0.0
585,3,0.3333333333333333
587,7,0.0
588,12,0.16666666666666666
589,9,0.1111111111111111
590,2,0.0
591,6,0.16666666666666666
592,40,0.225
593,2,0.0
