bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,825397,98.7262,0.7187,0.3507,-0.3679,5.0652,3.2519,1.3812,-1.8707
0.02,0.05,zero,26102,93.8587,3.4442,4.2219,0.7777,14.6088,10.6620,7.2178,-3.4442
0.05,0.1,zero,6516,73.8029,16.9736,25.2455,8.2719,44.3769,37.4770,35.6047,-1.8723
0.1,0.2,zero,6342,50.1892,35.7616,49.5427,13.7811,69.2431,65.5314,65.3895,-0.1419
0.2,0.3,zero,5291,36.3069,48.4785,58.5334,10.0548,74.3716,74.0692,74.3149,0.2457
0.3,0.4,zero,5385,26.7781,57.5487,63.9369,6.3881,76.1931,78.3287,78.4958,0.1671
0.4,1.01,zero,706651,0.6812,84.8959,84.9443,0.0484,78.2798,86.3091,86.0367,-0.2724
0.0,0.02,random,825397,98.5889,0.7187,0.3533,-0.3654,5.4060,3.2519,1.4117,-1.8402
0.02,0.05,random,26102,93.5867,3.4442,4.2449,0.8007,15.4080,10.6620,7.2676,-3.3944
0.05,0.1,random,6516,73.0816,16.9736,24.9540,7.9804,45.1842,37.4770,35.6047,-1.8723
0.1,0.2,random,6342,50.8672,35.7616,49.4008,13.6392,69.7509,65.5314,65.2791,-0.2523
0.2,0.3,random,5291,37.3464,48.4785,57.8152,9.3366,74.6400,74.0692,74.2960,0.2268
0.3,0.4,random,5385,28.0594,57.5487,63.1941,5.6453,76.2971,78.3287,78.3844,0.0557
0.4,1.01,random,706651,0.7353,84.8959,84.8860,-0.0099,77.6749,86.3091,86.0416,-0.2675
