condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,591129,599377,37.3734,37.8949,571827,19302,27550,963005,36.1530,1.2203,1.7418,60.8848,0.5215
random,1582560,1581684,591129,585802,37.3734,37.0366,559906,31223,25896,964659,35.3994,1.9740,1.6372,60.9894,-0.3368
