bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,720286,97.7198,0.6776,0.4970,-0.1806,6.6464,3.1193,1.7565,-1.3628
0.02,0.05,zero,103106,96.0322,1.5169,1.5314,0.0145,9.2602,5.7582,3.6477,-2.1104
0.05,0.1,zero,27274,91.5451,4.2678,5.2284,0.9606,16.6540,11.7731,10.0242,-1.7489
0.1,0.2,zero,11620,77.9518,13.9931,17.0138,3.0207,35.7849,30.1721,29.4406,-0.7315
0.2,0.3,zero,5664,60.4696,30.1377,28.7253,-1.4124,58.4746,53.0014,49.7705,-3.2309
0.3,0.4,zero,4703,49.5428,39.0389,35.2966,-3.7423,66.2513,62.2156,58.9624,-3.2532
0.4,1.01,zero,709031,12.9512,84.5891,72.7276,-11.8615,73.1706,85.9977,83.4643,-2.5333
0.0,0.02,random,720286,97.1621,0.6776,0.4894,-0.1883,7.8150,3.1193,1.8115,-1.3078
0.02,0.05,random,103106,95.0265,1.5169,1.4112,-0.1057,10.7363,5.7582,3.7059,-2.0523
0.05,0.1,random,27274,90.4158,4.2678,4.7114,0.4436,18.0619,11.7731,9.7199,-2.0532
0.1,0.2,random,11620,77.2203,13.9931,15.2926,1.2995,36.6747,30.1721,28.4854,-1.6867
0.2,0.3,random,5664,60.8581,30.1377,25.9004,-4.2373,58.3051,53.0014,48.0579,-4.9435
0.3,0.4,random,4703,50.7761,39.0389,31.9583,-7.0806,65.9069,62.2156,56.7723,-5.4433
0.4,1.01,random,709031,16.2123,84.5891,69.4132,-15.1759,72.5257,85.9977,81.7850,-4.2127
