bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,206996,98.1932,0.8643,1.1353,0.2710,5.7533,3.5382,3.5498,0.0116
0.02,0.05,zero,193339,97.7578,1.1110,1.4969,0.3859,6.4737,4.3344,4.3975,0.0631
0.05,0.1,zero,183211,97.0340,1.6342,2.0959,0.4618,7.7999,5.7245,5.9330,0.2085
0.1,0.2,zero,176031,95.4991,2.8819,3.4085,0.5266,10.2224,8.7223,9.0069,0.2846
0.2,0.3,zero,85554,92.7870,5.2949,5.5100,0.2151,14.1768,14.0075,14.1712,0.1636
0.3,0.4,zero,51014,89.7930,8.4604,7.9018,-0.5587,18.3350,20.0239,19.8181,-0.2058
0.4,1.01,zero,685539,29.5725,70.8688,54.8717,-15.9970,61.1834,75.7764,68.8315,-6.9449
0.0,0.02,random,206996,98.1188,0.8643,1.1387,0.2744,5.9597,3.5382,3.5382,0.0000
0.02,0.05,random,193339,97.6621,1.1110,1.4881,0.3771,6.6816,4.3344,4.3700,0.0357
0.05,0.1,random,183211,96.9423,1.6342,2.1101,0.4760,8.0112,5.7245,5.8927,0.1681
0.1,0.2,random,176031,95.4366,2.8819,3.3591,0.4772,10.4258,8.7223,8.9740,0.2517
0.2,0.3,random,85554,92.7765,5.2949,5.4118,0.1169,14.3416,14.0075,14.0157,0.0082
0.3,0.4,random,51014,89.6440,8.4604,7.8723,-0.5881,18.4710,20.0239,19.6025,-0.4215
0.4,1.01,random,685539,29.7938,70.8688,54.6143,-16.2545,61.3068,75.7764,68.4205,-7.3560
