condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,10646,9921,32.6434,30.4204,9688,958,233,21734,29.7059,2.9375,0.7144,66.6421,-2.2230
random,38805,32613,10646,9949,32.6434,30.5062,9719,927,230,21737,29.8010,2.8424,0.7052,66.6513,-2.1372
