bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,21100,-0.005797,-0.014533,0.003525,-0.365936
0.02,0.05,998,-0.007896,-0.013177,0.006906,-0.539182
0.05,0.1,371,-0.011911,-0.013735,0.016295,-0.955757
0.1,0.2,297,-0.008312,-0.028476,0.024432,-0.795911
0.2,0.4,304,-0.003052,-0.021729,0.043776,-0.199184
0.4,1.01,9543,0.098879,-0.007873,0.118668,2.390717
