bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,17309,99.5840,4.7663,0.5084,-4.2579,1.3947,14.6167,1.8892,-12.7275
0.02,0.05,zero,2282,98.2910,17.6161,2.1911,-15.4251,4.1017,37.8177,7.6249,-30.1928
0.05,0.1,zero,1145,98.1659,24.3668,3.3188,-21.0480,5.4847,48.7336,10.2183,-38.5153
0.1,0.2,zero,817,96.9400,34.8837,4.2840,-30.5998,8.5924,58.8739,16.4015,-42.4725
0.2,0.3,zero,394,95.4315,51.2690,4.5685,-46.7005,10.7107,73.8579,18.0203,-55.8376
0.3,0.4,zero,293,94.5392,62.4573,5.4608,-56.9966,12.0819,83.9590,20.8191,-63.1399
0.4,1.01,zero,10373,9.5922,98.4575,90.4560,-8.0015,43.1968,99.3059,93.6470,-5.6589
0.0,0.02,random,17309,98.9370,4.7663,0.7337,-4.0326,3.3116,14.6167,2.9407,-11.6760
0.02,0.05,random,2282,96.7134,17.6161,3.2428,-14.3734,7.8177,37.8177,9.9474,-27.8703
0.05,0.1,random,1145,96.8559,24.3668,3.7555,-20.6114,9.2576,48.7336,13.2751,-35.4585
0.1,0.2,random,817,95.4712,34.8837,5.5080,-29.3758,11.4076,58.8739,17.2583,-41.6157
0.2,0.3,random,394,94.4162,51.2690,5.8376,-45.4315,13.6548,73.8579,23.0964,-50.7614
0.3,0.4,random,293,93.5154,62.4573,7.5085,-54.9488,17.2014,83.9590,26.2799,-57.6792
0.4,1.01,random,10373,9.9296,98.4575,90.0897,-8.3679,45.2598,99.3059,93.7434,-5.5625
