bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,17035,99.6889,1.1036,1.2093,0.1057,1.4687,5.2715,4.3323,-0.9392
0.02,0.05,zero,2511,99.6814,1.6726,2.1107,0.4381,3.1860,8.5225,5.8144,-2.7081
0.05,0.1,zero,1383,98.9154,2.5307,5.2784,2.7477,6.9414,12.8706,11.2798,-1.5907
0.1,0.2,zero,1015,98.7192,5.2217,6.2069,0.9852,9.2611,15.7635,15.3695,-0.3941
0.2,0.3,zero,505,97.8218,12.2772,10.8911,-1.3861,8.2772,23.7624,17.6238,-6.1386
0.3,0.4,zero,303,97.6898,19.8020,8.2508,-11.5512,13.0033,35.3135,22.1122,-13.2013
0.4,1.01,zero,9861,20.3225,93.9256,80.2150,-13.7106,51.7473,94.6152,87.5672,-7.0480
0.0,0.02,random,17035,99.4717,1.1036,1.2151,0.1115,1.9865,5.2715,4.4262,-0.8453
0.02,0.05,random,2511,99.4823,1.6726,2.4293,0.7567,4.3170,8.5225,6.1728,-2.3497
0.05,0.1,random,1383,98.1923,2.5307,5.6399,3.1092,9.1396,12.8706,12.0029,-0.8677
0.1,0.2,random,1015,97.7340,5.2217,7.1921,1.9704,11.4286,15.7635,16.4532,0.6897
0.2,0.3,random,505,96.2376,12.2772,11.2871,-0.9901,12.1584,23.7624,21.1881,-2.5743
0.3,0.4,random,303,96.0396,19.8020,9.2409,-10.5611,18.2178,35.3135,28.3828,-6.9307
0.4,1.01,random,9861,17.1484,93.9256,83.3485,-10.5770,64.6222,94.6152,89.1188,-5.4964
