bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,388763,96.9709,0.5777,0.3442,-0.2336,8.8379,2.5977,1.5482,-1.0495
0.02,0.05,zero,215992,95.9684,0.8431,0.4662,-0.3769,10.0160,3.4200,1.9505,-1.4695
0.05,0.1,zero,134534,94.7760,1.3744,0.6348,-0.7396,11.3458,4.7326,2.5317,-2.2009
0.1,0.2,zero,84871,92.6111,2.9586,1.2360,-1.7226,14.0246,8.1536,4.2806,-3.8729
0.2,0.3,zero,29238,88.9151,7.5758,2.7635,-4.8122,19.3837,16.7624,8.4240,-8.3385
0.3,0.4,zero,15294,83.7910,15.0778,4.8320,-10.2458,25.9291,29.0964,13.9990,-15.0974
0.4,1.01,zero,712992,37.5983,81.9943,47.7092,-34.2851,61.7389,84.2596,59.1381,-25.1215
0.0,0.02,random,388763,96.6517,0.5777,0.3488,-0.2289,9.4777,2.5977,1.5572,-1.0405
0.02,0.05,random,215992,95.5054,0.8431,0.4671,-0.3759,10.7294,3.4200,1.9714,-1.4487
0.05,0.1,random,134534,94.2119,1.3744,0.6355,-0.7388,12.0929,4.7326,2.5161,-2.2165
0.1,0.2,random,84871,91.8688,2.9586,1.1712,-1.7874,14.7751,8.1536,4.1746,-3.9790
0.2,0.3,random,29238,88.0943,7.5758,2.7156,-4.8601,20.0062,16.7624,8.1606,-8.6018
0.3,0.4,random,15294,82.8953,15.0778,4.6293,-10.4485,26.2220,29.0964,13.4693,-15.6270
0.4,1.01,random,712992,37.9097,81.9943,47.3774,-34.6169,61.3779,84.2596,58.1326,-26.1269
