condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,612691,599743,38.7366,37.9180,592202,20489,7541,961452,37.4412,1.2954,0.4768,60.7866,-0.8186
random,1582560,1581684,612691,599328,38.7366,37.8918,591932,20759,7396,961597,37.4242,1.3125,0.4676,60.7958,-0.8449
