token_id,count,acc
1,24,0.125
2,7,0.0
3,21,0.23809523809523808
4,21,0.23809523809523808
5,5,0.0
6,24,0.20833333333333334
7,4,0.0
8,1,0.0
9,7,0.14285714285714285
10,23,0.08695652173913043
11,9,0.0
12,1,0.0
13,23,0.0
14,2,0.0
15,8,0.125
16,106,0.6132075471698113
17,5,0.0
18,50,0.32
19,3,0.0
20,31,0.16129032258064516
22,28,0.14285714285714285
23,36,0.4444444444444444
24,1,0.0
25,7,0.0
26,24,0.08333333333333333
27,4,0.0
28,23,0.08695652173913043
29,19,0.15789473684210525
30,5,0.0
32,7,0.0
33,1,0.0
34,15,0.2
36,23,0.2608695652173913
38,1,0.0
39,13,0.15384615384615385
41,12,0.0
42,5,0.0
44,17,0.11764705882352941
45,1,0.0
46,5,0.0
47,4,0.0
48,19,0.05263157894736842
49,1,0.0
50,27,0.18518518518518517
51,2,0.0
52,11,0.0
53,15,0.26666666666666666
54,1,0.0
55,40,0.125
57,15,0.06666666666666667
58,10,0.0
59,6,0.0
62,25,0.08
63,19,0.15789473684210525
64,5,0.0
65,20,0.1
67,9,0.0
68,5,0.0
69,5,0.0
70,3,0.0
72,7,0.0
73,19,0.10526315789473684
74,10,0.1
75,11,0.0
76,16,0.1875
78,3,0.0
79,15,0.2
81,11,0.09090909090909091
82,5,0.0
83,15,0.2
84,11,0.2727272727272727
85,17,0.29411764705882354
86,3,0.0
87,4,0.0
88,20,0.1
91,6,0.0
92,15,0.26666666666666666
93,17,0.058823529411764705
94,1,0.0
95,16,0.0
96,2,0.0
98,13,0.23076923076923078
101,5,0.2
102,21,0.047619047619047616
103,3,0.0
104,5,0.2
105,34,0.20588235294117646
106,16,0.125
107,26,0.19230769230769232
108,7,0.0
109,13,0.3076923076923077
110,17,0.058823529411764705
112,34,0.2647058823529412
113,16,0.0625
115,9,0.1111111111111111
116,33,0.21212121212121213
117,28,0.10714285714285714
120,5,0.0
121,7,0.0
122,2,0.0
123,24,0.16666666666666666
124,20,0.1
125,21,0.09523809523809523
126,10,0.0
127,14,0.0
128,9,0.0
129,12,0.0
131,10,0.1
132,17,0.11764705882352941
134,11,0.36363636363636365
135,1,0.0
136,6,0.16666666666666666
