token_id,count,margin_on_mean,margin_off_mean,delta_margin_mean
1,24,0.15821561217308044,0.1067495991786321,4.87962532043457
2,7,0.022559757477470806,0.0664002171584538,3.127369369779314
3,21,0.5086656723703656,0.4953930150894892,2.5736583982195174
4,21,0.15436729185637973,0.1225579267456418,7.416468892778669
5,5,0.013068332523107528,0.050385402888059615,4.21639232635498
6,24,0.1846476107214888,0.1126607268427809,5.179298996925354
7,4,0.17737838812172413,0.16633772104978561,2.823863983154297
8,1,0.5726020932197571,0.4084756076335907,3.262009620666504
9,7,0.07804778803672109,0.05495018512010574,2.618961879185268
10,23,0.11351183980055478,0.0481983157603637,4.186280582262122
11,9,0.07360896261201964,0.12318379763099882,3.2992033428615994
12,1,0.21391701698303223,0.09660905599594116,1.840235710144043
13,23,0.08139589396507843,0.08109118076770203,4.454605185467264
14,2,0.07318253442645073,0.06445267982780933,6.468343019485474
15,8,0.10740009974688292,0.08486858010292053,6.164976239204407
16,106,0.4486159558566111,0.2713789580003271,6.124868141030365
17,5,0.06317357458174229,0.05252394527196884,6.708627700805664
18,50,0.15295759856700897,0.09594556450843811,5.3106459045410155
19,3,0.04778046595553557,0.11959712704022725,6.610395908355713
20,31,0.23296354470714445,0.18161991527003626,6.847705933355516
22,28,0.06472581545157093,0.0900038725563458,5.454242331641061
23,36,0.27188849449157715,0.19827209578620064,9.009306483798557
24,1,0.02066112495958805,0.06268634647130966,5.5657196044921875
25,7,0.011957649673734392,0.051483367170606344,5.472250393458775
26,24,0.10265749242777626,0.10875125601887703,5.1518197158972425
27,4,0.0034754155203700066,0.06952929869294167,5.989467263221741
28,23,0.1204070973655452,0.06026526637699293,5.7881234625111455
29,19,0.10712924325152447,0.060730529654967155,4.5909709679452995
30,5,0.029841676354408264,0.07144366502761841,5.654950428009033
32,7,0.033866727990763526,0.03436120067323957,7.087894439697266
33,1,0.06846059858798981,0.009212985634803772,6.766538619995117
34,15,0.08484049464265506,0.0549992173910141,4.437040138244629
36,23,0.1640778251964113,0.10136815452057382,5.110499547875446
38,1,0.00562170147895813,0.03378564119338989,2.4603371620178223
39,13,0.13594987157445687,0.1807548197416159,4.405097044431246
41,12,0.01671671774238348,0.05457309788713852,3.9466082652409873
42,5,0.025236672163009642,0.077908256649971,3.3063627243041993
44,17,0.31248174344792085,0.3193127898608937,5.428484131308163
45,1,0.005565345287322998,0.060663387179374695,3.187382698059082
46,5,0.10921192765235901,0.14620109796524047,5.99631290435791
47,4,0.036800067871809006,0.11396492272615433,6.972002267837524
48,19,0.08560352203877349,0.0663250531805189,5.368883358804803
49,1,0.009922076016664505,0.0790250152349472,2.452446460723877
50,27,0.15251123684423942,0.07300923930274116,5.5851330227322045
51,2,0.017161346971988678,0.07561726123094559,5.489764451980591
52,11,0.06620543517849663,0.06633084470575507,3.9312726801091973
53,15,0.10427735596895218,0.055676259597142536,3.1440662384033202
54,1,0.03121291846036911,0.1363992840051651,8.196483612060547
55,40,0.16978565268218518,0.06900684759020806,6.2276674747467045
57,15,0.07627694631616275,0.10614944075544676,5.824883778889974
58,10,0.02132413424551487,0.04732533320784569,2.3753692150115966
59,6,0.15014890829722086,0.07769689584771793,3.263621727625529
62,25,0.07379781574010849,0.10109813600778579,4.302673873901367
63,19,0.18670293041750005,0.08882349082513859,5.548931059084441
64,5,0.08849854730069637,0.059245826303958894,5.183758354187011
65,20,0.0796763171441853,0.10105709321796894,4.585140943527222
67,9,0.012456242822938494,0.053463037643167705,5.11503267288208
68,5,0.4536004662513733,0.4312468707561493,3.76849250793457
69,5,0.10959976390004159,0.049153392761945726,3.8743318557739257
70,3,0.0408275481313467,0.12050886948903401,5.021424929300944
72,7,0.5806896431105477,0.4668539762496948,2.3324653080531528
73,19,0.11467910597198888,0.15203522263388886,5.168005993491725
74,10,0.09404266942292452,0.05461441799998283,4.954297208786011
75,11,0.11812304366718639,0.08993373675779863,2.365475524555553
76,16,0.160049581900239,0.08849559351801872,4.41411280632019
78,3,0.10023349275191624,0.20327767729759216,4.0652281443278
79,15,0.10634998381137847,0.047442093739906946,4.487731456756592
81,11,0.21694044226949866,0.21313084797425705,5.049639701843262
82,5,0.06180737391114235,0.19656525999307634,4.038641929626465
83,15,0.17965501348177593,0.1015585054953893,2.961402702331543
84,11,0.33604509180242365,0.30713713710958307,3.518135590986772
85,17,0.1725979044156916,0.105891631806598,5.523160036872415
86,3,0.01367507129907608,0.054760334392388664,6.441680272420247
87,4,0.030635472387075424,0.0190398208796978,4.9838175773620605
88,20,0.11083673126995564,0.13371504247188568,4.940264415740967
91,6,0.1106928288936615,0.05141877755522728,3.32063889503479
92,15,0.19707609688242275,0.05641645590464274,6.327316157023112
93,17,0.05831467184950324,0.0740216488347334,4.84313617033117
94,1,0.7833705544471741,0.8996977210044861,4.34360408782959
95,16,0.06067634327337146,0.07317900680936873,3.863332748413086
96,2,0.02495003677904606,0.02150881104171276,1.9791128635406494
98,13,0.1341270702676131,0.15791777922556952,4.543364414801965
101,5,0.07587047815322875,0.09034200012683868,7.109441757202148
102,21,0.11955287094627108,0.11571358286199115,5.2958236421857565
