epoch,pertoken_count_gt10,pertoken_acc_mean_gt10,pertoken_frac_acc_lt_0.3,pertoken_frac_acc_gt_0.6,mid_delta_cos_mean,mid_delta_cos_median,mid_delta_cos_pos_frac,mid_delta_margin_mean,mid_delta_margin_median,mid_delta_margin_pos_frac
50,944,0.1405810733850776,0.9470338983050848,0.005296610169491525,0.04142770916223526,0.0350673645734787,0.8931398416886543,3.078909158706665,2.3387911319732666,0.8931398416886543
100,944,0.20977795099781568,0.8273305084745762,0.005296610169491525,0.04619497060775757,0.04501157999038696,0.9644588045234249,5.261882781982422,4.884687900543213,0.9644588045234249
