bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,4873,-0.011984,-0.031162,0.002532,-1.835205
0.02,0.05,4205,-0.011694,-0.040547,0.001257,-1.789629
0.05,0.1,3769,-0.010813,-0.026952,0.003334,-1.651852
0.1,0.2,3558,-0.010963,-0.030873,0.003479,-1.656212
0.2,0.4,2796,-0.007813,-0.023267,0.006135,-1.198758
0.4,1.01,13412,-0.006715,-0.029696,0.015926,-0.295779
