bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,15975,92.6573,4.8326,2.0908,-2.7418,15.1775,14.1471,8.4131,-5.7340
0.02,0.05,zero,2376,87.8788,22.8114,7.7441,-15.0673,19.9579,39.3098,23.1061,-16.2037
0.05,0.1,zero,1446,86.7220,25.9336,9.4053,-16.5284,19.7234,41.3555,24.4813,-16.8741
0.1,0.2,zero,1038,86.8015,29.2871,9.6339,-19.6532,20.2312,46.2428,23.4104,-22.8324
0.2,0.3,zero,495,90.5051,32.5253,7.6768,-24.8485,17.0909,55.9596,21.2121,-34.7475
0.3,0.4,zero,345,86.9565,48.6957,11.5942,-37.1014,19.1304,66.0870,25.7971,-40.2899
0.4,1.01,zero,10938,13.6954,95.5568,85.5275,-10.0293,70.9819,97.4401,88.1057,-9.3344
0.0,0.02,random,15975,89.5587,4.8326,2.0532,-2.7793,19.6031,14.1471,8.5696,-5.5775
0.02,0.05,random,2376,84.8906,22.8114,7.9545,-14.8569,21.9444,39.3098,23.9899,-15.3199
0.05,0.1,random,1446,83.6791,25.9336,10.3734,-15.5602,21.9917,41.3555,25.4495,-15.9059
0.1,0.2,random,1038,86.2235,29.2871,10.3083,-18.9788,21.5029,46.2428,25.0482,-21.1946
0.2,0.3,random,495,88.0808,32.5253,9.6970,-22.8283,18.0202,55.9596,21.2121,-34.7475
0.3,0.4,random,345,84.9275,48.6957,13.0435,-35.6522,20.4058,66.0870,25.5072,-40.5797
0.4,1.01,random,10938,14.0245,95.5568,85.0704,-10.4864,68.2684,97.4401,87.4109,-10.0293
