condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,10328,9806,31.6684,30.0678,9590,738,216,22069,29.4055,2.2629,0.6623,67.6693,-1.6006
random,38805,32613,10328,9803,31.6684,30.0586,9590,738,213,22072,29.4055,2.2629,0.6531,67.6785,-1.6098
