condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,15134,11018,46.4048,33.7841,10578,4556,440,17039,32.4349,13.9699,1.3492,52.2460,-12.6207
random,38805,32613,15134,10987,46.4048,33.6890,10536,4598,451,17028,32.3061,14.0987,1.3829,52.2123,-12.7158
