bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,2029,-0.012095,-0.033194,-0.000053,-2.744358
0.02,0.05,2436,-0.012251,-0.031986,-0.000338,-2.778952
0.05,0.1,2902,-0.011037,-0.014037,0.000883,-2.482365
0.1,0.2,3789,-0.011132,-0.027197,0.002244,-2.510112
0.2,0.4,4335,-0.009954,-0.026217,0.003874,-2.220815
0.4,1.01,17122,-0.017444,-0.020715,0.015806,-1.700992
