bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,805617,90.7171,0.6861,0.4135,-0.2726,18.8354,3.1872,1.9014,-1.2858
0.02,0.05,zero,42610,77.4912,2.7153,2.0230,-0.6923,31.1251,8.6247,6.8881,-1.7367
0.05,0.1,zero,9664,61.8998,13.2347,10.5960,-2.6387,51.2065,29.0666,28.3526,-0.7140
0.1,0.2,zero,8377,53.3246,33.2935,24.8896,-8.4040,68.9101,60.2722,61.8240,1.5519
0.2,0.3,zero,6519,48.3970,48.4277,31.9988,-16.4289,75.1557,73.9377,74.6280,0.6903
0.3,0.4,zero,6697,43.6613,57.3540,39.2265,-18.1275,75.7653,77.3630,78.8263,1.4633
0.4,1.01,zero,702200,6.9120,83.4044,78.8516,-4.5528,82.6787,85.0995,85.8120,0.7125
0.0,0.02,random,805617,90.1298,0.6861,0.4145,-0.2716,19.7008,3.1872,1.9367,-1.2506
0.02,0.05,random,42610,76.2732,2.7153,1.9526,-0.7627,32.1943,8.6247,6.8787,-1.7461
0.05,0.1,random,9664,60.7616,13.2347,10.0683,-3.1664,51.9288,29.0666,28.1353,-0.9313
0.1,0.2,random,8377,53.1813,33.2935,23.8033,-9.4903,68.9053,60.2722,61.4540,1.1818
0.2,0.3,random,6519,48.7958,48.4277,30.7409,-17.6868,74.9624,73.9377,73.9531,0.0153
0.3,0.4,random,6697,44.1541,57.3540,37.8826,-19.4714,75.4756,77.3630,78.1843,0.8213
0.4,1.01,random,702200,7.3566,83.4044,78.3406,-5.0638,82.6371,85.0995,85.7304,0.6309
