bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,6062,93.7644,3.9261,1.5506,-2.3755,17.4035,14.5332,6.5160,-8.0172
0.02,0.05,zero,4520,90.9513,5.6637,1.9248,-3.7389,19.4690,17.5664,8.5398,-9.0265
0.05,0.1,zero,3639,88.7881,8.9585,2.9129,-6.0456,21.5114,22.0940,10.2501,-11.8439
0.1,0.2,zero,3022,85.3077,16.0159,4.6658,-11.3501,25.9828,31.1052,16.5784,-14.5268
0.2,0.3,zero,1365,80.2930,33.0403,9.8901,-23.1502,32.6154,49.9634,30.8425,-19.1209
0.3,0.4,zero,932,74.4635,45.9227,15.3433,-30.5794,38.2403,63.8412,44.3133,-19.5279
0.4,1.01,zero,13073,17.4405,94.6302,81.3509,-13.2793,70.2333,97.6593,93.0008,-4.6585
0.0,0.02,random,6062,93.2531,3.9261,1.5506,-2.3755,17.5289,14.5332,6.5160,-8.0172
0.02,0.05,random,4520,90.8186,5.6637,1.9690,-3.6947,19.5885,17.5664,8.2965,-9.2699
0.05,0.1,random,3639,88.5133,8.9585,2.7205,-6.2380,21.7642,22.0940,10.2226,-11.8714
0.1,0.2,random,3022,85.1092,16.0159,4.7981,-11.2177,26.1549,31.1052,16.6446,-14.4606
0.2,0.3,random,1365,80.0733,33.0403,9.8901,-23.1502,33.2894,49.9634,30.7692,-19.1941
0.3,0.4,random,932,72.3176,45.9227,16.3090,-29.6137,39.0558,63.8412,44.0987,-19.7425
0.4,1.01,random,13073,17.4635,94.6302,81.2667,-13.3634,70.1920,97.6593,93.0008,-4.6585
