condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,612433,601742,38.7203,38.0444,596725,15708,5017,964234,37.7272,0.9931,0.3172,60.9625,-0.6759
random,1582560,1581684,612433,601095,38.7203,38.0035,596079,16354,5016,964235,37.6864,1.0340,0.3171,60.9626,-0.7168
