condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,601277,574717,38.0150,36.3358,562315,38962,12402,968005,35.5517,2.4633,0.7841,61.2009,-1.6792
random,1582560,1581684,601277,572181,38.0150,36.1754,560293,40984,11888,968519,35.4238,2.5912,0.7516,61.2334,-1.8396
