condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,506683,399996,32.0344,25.2892,372953,133730,27043,1047958,23.5795,8.4549,1.7098,66.2558,-6.7452
random,1582560,1581684,506683,397731,32.0344,25.1460,371019,135664,26712,1048289,23.4572,8.5772,1.6888,66.2768,-6.8884
