bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21781,76.1168,3.0531,1.3223,-1.7309,37.4060,10.6653,5.6609,-5.0044
0.02,0.05,zero,566,48.7633,15.3710,12.1908,-3.1802,60.2827,43.2862,34.6290,-8.6572
0.05,0.1,zero,295,41.3559,22.0339,17.9661,-4.0678,72.0000,59.3220,49.8305,-9.4915
0.1,0.2,zero,259,28.9575,36.2934,30.1158,-6.1776,83.3977,78.3784,70.6564,-7.7220
0.2,0.3,zero,169,21.8935,39.0533,28.4024,-10.6509,84.0237,89.9408,79.2899,-10.6509
0.3,0.4,zero,159,23.2704,48.4277,38.9937,-9.4340,82.6415,79.2453,72.9560,-6.2893
0.4,1.01,zero,9384,1.2894,98.8278,98.1245,-0.7033,81.3960,99.8828,99.7762,-0.1066
0.0,0.02,random,21781,75.8643,3.0531,1.3223,-1.7309,37.5575,10.6653,5.6655,-4.9998
0.02,0.05,random,566,48.9399,15.3710,12.5442,-2.8269,60.5654,43.2862,34.6290,-8.6572
0.05,0.1,random,295,41.0169,22.0339,17.9661,-4.0678,71.6610,59.3220,49.4915,-9.8305
0.1,0.2,random,259,28.9575,36.2934,29.7297,-6.5637,83.0888,78.3784,71.0425,-7.3359
0.2,0.3,random,169,22.4852,39.0533,27.8107,-11.2426,83.4320,89.9408,79.2899,-10.6509
0.3,0.4,random,159,23.8994,48.4277,38.3648,-10.0629,82.5157,79.2453,71.6981,-7.5472
0.4,1.01,random,9384,1.3214,98.8278,98.1351,-0.6927,81.5494,99.8828,99.7656,-0.1172
