epoch,w2c_minus_c2w_zero_pp,w2c_minus_c2w_rand_pp,net_delta_acc_zero_pp,net_delta_acc_rand_pp,mid_delta_acc_zero_pp,mid_delta_acc_rand_pp,mid_coverage_zero_pct,mid_coverage_rand_pct,cos_mean_mid,dmargin_mean_mid,have_influence,have_margins,have_geometry
10,-0.6759,-0.7169000000000001,-0.6759,-0.7168,-3.2074893099782784,-3.307586919012186,4.103917090898055,4.103917090898055,0.012183478824852491,1.6481153787031475,1,1,1
20,-2.1115999999999997,-2.2086,-2.1116,-2.2087,-4.43812132007872,-4.62483432154211,2.505810262985527,2.505810262985527,0.0054110721854973,0.43375048476055905,1,1,1
30,-2.3838,-2.6269,-2.3839,-2.6269,-2.0675831079967026,-2.3033814938169828,3.834520675432008,3.834520675432008,0.001139183281121187,0.03194177632316572,1,1,1
40,-3.5164,-3.7792000000000003,-3.5164,-3.7792,-1.9498077738995538,-2.0525430676750047,6.5208979796217195,6.5208979796217195,0.00029838495249175876,-0.005910738093853015,1,1,1
50,-5.9344,-6.1957,-5.9343,-6.1957,-2.542022071365943,-2.5739216063979593,9.518209705604912,9.518209705604912,-0.002244362555464038,-0.32429489764061964,1,1,1
80,-7.5177,-7.7759,-7.5177,-7.7759,-1.332384956533971,-1.3518332744408497,22.47288333194241,22.47288333194241,-0.005086010848220566,-0.7682750792010128,1,1,1
100,-8.9808,-9.193100000000001,-8.9807,-9.193,-1.4609789743677615,-1.4719161180877884,29.51746366530862,29.51746366530862,-0.006328724991593004,-1.0222428898329954,1,1,1
