condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,15983,10727,49.0081,32.8918,10330,5653,397,16233,31.6745,17.3336,1.2173,49.7746,-16.1163
random,38805,32613,15983,10751,49.0081,32.9654,10341,5642,410,16220,31.7082,17.2998,1.2572,49.7348,-16.0427
