condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,15690,11168,48.1096,34.2440,10794,4896,374,16549,33.0972,15.0124,1.1468,50.7436,-13.8656
random,38805,32613,15690,11175,48.1096,34.2655,10791,4899,384,16539,33.0880,15.0216,1.1774,50.7129,-13.8442
