condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,597561,345958,37.7800,21.8728,340432,257129,5526,978597,21.5234,16.2567,0.3494,61.8706,-15.9073
random,1582560,1581684,597561,343230,37.7800,21.7003,337921,259640,5309,978814,21.3646,16.4154,0.3357,61.8843,-16.0798
