bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,2296,-0.010874,-0.038582,0.001796,-2.016639
0.02,0.05,2556,-0.010659,-0.040376,0.002154,-1.990765
0.05,0.1,3060,-0.009413,-0.022815,0.004894,-1.760056
0.1,0.2,3770,-0.010068,-0.032052,0.003445,-1.880762
0.2,0.4,4125,-0.008662,-0.027677,0.004287,-1.593235
0.4,1.01,16806,-0.015241,-0.024548,0.014905,-1.099472
