bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,765813,97.3063,0.6243,0.3123,-0.3120,7.7396,2.9147,1.4296,-1.4851
0.02,0.05,zero,70987,93.8073,1.8806,0.9636,-0.9171,13.8048,6.5730,3.4992,-3.0738
0.05,0.1,zero,16964,85.7699,7.5100,4.2914,-3.2186,27.5737,17.9144,13.3105,-4.6039
0.1,0.2,zero,9183,68.7902,25.0572,16.1821,-8.8751,53.4270,49.0689,41.3264,-7.7426
0.2,0.3,zero,5884,55.6934,45.4113,26.2746,-19.1366,68.4534,73.1645,63.1373,-10.0272
0.3,0.4,zero,5669,50.2029,54.6304,31.3283,-23.3022,71.5047,78.5676,70.0829,-8.4847
0.4,1.01,zero,707184,7.3376,84.5148,77.9470,-6.5677,76.5421,86.1788,85.4130,-0.7659
0.0,0.02,random,765813,97.1766,0.6243,0.3147,-0.3096,7.9799,2.9147,1.4449,-1.4698
0.02,0.05,random,70987,93.5439,1.8806,0.9438,-0.9368,14.1936,6.5730,3.4837,-3.0893
0.05,0.1,random,16964,85.4692,7.5100,4.0792,-3.4308,27.9274,17.9144,13.2516,-4.6628
0.1,0.2,random,9183,68.7793,25.0572,15.4634,-9.5938,53.3921,49.0689,40.7928,-8.2762
0.2,0.3,random,5884,56.3052,45.4113,24.9320,-20.4793,68.0557,73.1645,62.3555,-10.8090
0.3,0.4,random,5669,50.9084,54.6304,30.3052,-24.3253,71.0602,78.5676,69.1127,-9.4549
0.4,1.01,random,707184,7.9525,84.5148,77.3234,-7.1913,76.2510,86.1788,85.2904,-0.8885
