condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,560607,0,35.4437,0.0000,0,560607,0,1021077,0.0000,35.4437,0.0000,64.5563,-35.4437
random,1582560,1581684,560607,0,35.4437,0.0000,0,560607,0,1021077,0.0000,35.4437,0.0000,64.5563,-35.4437
