condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,557061,545341,35.2195,34.4785,508560,48501,36781,987842,32.1531,3.0664,2.3254,62.4551,-0.7410
random,1582560,1581684,557061,531457,35.2195,33.6007,497102,59959,34355,990268,31.4287,3.7908,2.1721,62.6085,-1.6188
