bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,6062,0.470844,0.043793,0.415265,0.469487,0.528336,0.000000,0.000000
0.02,0.05,4520,0.472390,0.043668,0.417303,0.472063,0.529836,0.000000,0.000000
0.05,0.1,3639,0.473399,0.043396,0.419443,0.472421,0.530187,0.000000,0.000000
0.1,0.2,3022,0.474458,0.045208,0.416677,0.473508,0.533807,0.000000,0.000000
0.2,0.4,2297,0.478103,0.043851,0.421833,0.478418,0.534583,0.000000,0.000000
0.4,1.01,13073,0.485471,0.033349,0.440685,0.489597,0.524870,0.000000,0.000000
