bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,785723,-0.002961,0.000000,0.008658,-1.302369
0.02,0.05,31759,-0.000972,0.000000,0.043649,-0.864165
0.05,0.1,15719,0.006436,0.000000,0.050312,0.526449
0.1,0.2,19865,0.011983,0.000000,0.049984,1.302462
0.2,0.4,33108,0.017924,0.000000,0.047368,2.078936
0.4,1.01,695510,0.060751,0.000000,0.083318,8.483393
