bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,765389,98.8966,0.6704,0.4871,-0.1833,4.3263,2.9965,1.6011,-1.3954
0.02,0.05,zero,75985,97.0257,2.1899,3.2875,1.0976,8.0787,7.3962,5.0852,-2.3110
0.05,0.1,zero,17846,88.0085,9.1449,18.2226,9.0777,22.1999,22.8959,22.4868,-0.4091
0.1,0.2,zero,9772,61.8502,30.2599,53.7045,23.4445,52.3045,60.2743,63.5182,3.2440
0.2,0.3,zero,7034,44.9531,46.4032,69.0930,22.6898,64.9787,76.7984,79.8408,3.0424
0.3,0.4,zero,6795,36.7182,53.6130,71.5673,17.9544,67.7910,79.4555,81.5305,2.0751
0.4,1.01,zero,698863,1.4202,84.2727,84.5595,0.2868,71.5903,85.8685,85.9241,0.0557
0.0,0.02,random,765389,98.7885,0.6704,0.4941,-0.1763,4.6027,2.9965,1.6588,-1.3378
0.02,0.05,random,75985,96.7559,2.1899,3.2493,1.0594,8.4811,7.3962,5.1944,-2.2018
0.05,0.1,random,17846,87.7844,9.1449,17.8808,8.7359,22.3098,22.8959,22.4924,-0.4035
0.1,0.2,random,9772,62.4130,30.2599,52.6914,22.4314,51.5063,60.2743,63.2214,2.9472
0.2,0.3,random,7034,45.7350,46.4032,67.8988,21.4956,63.6281,76.7984,79.3574,2.5590
0.3,0.4,random,6795,37.7483,53.6130,69.8602,16.2472,66.5607,79.4555,81.3098,1.8543
0.4,1.01,random,698863,1.7171,84.2727,84.1958,-0.0770,69.7834,85.8685,85.9037,0.0352
