condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,581567,462660,36.7688,29.2511,450292,131275,12368,987749,28.4692,8.2997,0.7820,62.4492,-7.5177
random,1582560,1581684,581567,458577,36.7688,28.9930,446751,134816,11826,988291,28.2453,8.5236,0.7477,62.4835,-7.7759
