condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,561852,419805,35.5224,26.5416,408089,153763,11716,1008116,25.8009,9.7215,0.7407,63.7369,-8.9807
random,1582560,1581684,561852,416447,35.5224,26.3293,405087,156765,11360,1008472,25.6111,9.9113,0.7182,63.7594,-9.1930
