bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,1892,95.9831,7.1353,1.9556,-5.1797,10.9197,30.4440,9.0909,-21.3531
0.02,0.05,zero,2162,96.2997,9.8057,2.6364,-7.1693,11.5264,32.7475,9.2507,-23.4968
0.05,0.1,zero,2736,94.7003,12.8289,3.0336,-9.7953,12.5658,37.7193,10.1974,-27.5219
0.1,0.2,zero,3653,94.5250,15.9869,3.0112,-12.9756,13.6436,39.9398,10.8952,-29.0446
0.2,0.3,zero,2493,93.3815,20.0562,3.2491,-16.8071,14.4404,44.0032,12.8359,-31.1673
0.3,0.4,zero,1802,93.1188,25.9711,4.2175,-21.7536,15.9046,50.4994,15.4828,-35.0166
0.4,1.01,zero,17875,39.8154,78.5958,57.7846,-20.8112,39.5446,86.9986,68.3413,-18.6573
0.0,0.02,random,1892,96.0359,7.1353,2.0085,-5.1268,10.6448,30.4440,8.9852,-21.4588
0.02,0.05,random,2162,95.8834,9.8057,2.5902,-7.2155,11.3691,32.7475,8.8807,-23.8668
0.05,0.1,random,2736,94.5175,12.8289,3.2529,-9.5760,12.4927,37.7193,10.2705,-27.4488
0.1,0.2,random,3653,94.4155,15.9869,3.0112,-12.9756,13.6600,39.9398,10.6762,-29.2636
0.2,0.3,random,2493,93.1408,20.0562,3.1689,-16.8873,14.4886,44.0032,12.7156,-31.2876
0.3,0.4,random,1802,93.2852,25.9711,4.2175,-21.7536,15.9600,50.4994,15.5938,-34.9057
0.4,1.01,random,17875,39.8825,78.5958,57.8517,-20.7441,39.7113,86.9986,68.4364,-18.5622
