condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,592285,537460,37.4465,33.9802,526188,66097,11272,978127,33.2676,4.1789,0.7127,61.8409,-3.4662
random,1582560,1581684,592285,532468,37.4465,33.6646,521632,70653,10836,978563,32.9795,4.4669,0.6851,61.8684,-3.7819
