bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,683209,-0.000023,-0.028607,0.001217,-0.051349
0.02,0.05,120669,0.001404,-0.024613,0.003313,0.364190
0.05,0.1,36028,0.003247,-0.019313,0.008488,0.848316
0.1,0.2,16809,0.003308,-0.016851,0.011187,0.933780
0.2,0.4,14030,-0.001477,-0.017836,0.014984,0.043720
0.4,1.01,710939,-0.002354,-0.025649,0.027222,-0.005933
