condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,613716,607135,38.8014,38.3854,599539,14177,7596,960372,37.9051,0.8963,0.4802,60.7183,-0.4161
random,1582560,1581684,613716,606963,38.8014,38.3745,599497,14219,7466,960502,37.9025,0.8990,0.4720,60.7265,-0.4270
